0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0 2048 4
2 390 2 2 2
3 1406 1 1 2
2 985 3 1 4
4 1594 3 0 4
1 672 0 2 4
2 828 0 2 4
2 578 0 2 4
4 484 1 0 4
2 563 1 1 4
4 656 1 3 2
1 765 0 3 4
2 1719 2 1 2
1 844 3 3 4
4 219 1 2 4
1 2735 0 2 2
4 172 1 0 4
1 281 0 2 4
4 156 0 3 2
1 1500 2 2 2
